d1_or_not,primary_position,height,weight,sixty_time,c_velo,pop_time,player_region,exit_velo_max,throwing_hand,hitting_handedness
0,C,68.0,175.0,7.92,62.0,2.5,South,79.6,R,R
0,C,71.0,180.0,7.099249362945557,73.0,2.0,Midwest,93.3,R,R
1,C,73.0,195.0,6.75,83.0,2.0,West,94.8,R,R
0,C,74.0,195.0,7.48,80.0,2.0,Northeast,98.6,R,R
0,C,72.0,195.0,7.08,75.0,2.0,West,95.5,R,R
0,C,68.0,165.0,8.04,69.0,2.3,Northeast,81.3,R,R
0,C,72.0,180.0,7.58,79.0,2.2,Midwest,89.0,R,R
0,C,74.0,215.0,7.74,76.0,2.0,Midwest,89.1,R,L
0,C,68.0,163.1,7.16,73.0,2.3,Northeast,86.1,R,R
0,C,70.0,165.0,7.1,73.0,2.0,Northeast,84.5,R,R
1,C,73.0,225.0,6.56,82.0,1.9,South,102.5,R,R
0,C,74.0,185.0,7.174768447875977,74.0,2.1,West,86.0,R,R
0,C,71.0,201.5,7.51,77.0,2.2,Northeast,88.5,R,R
0,C,72.0,192.0,7.25,77.0,2.0,Midwest,92.4,R,R
0,C,70.0,195.0,7.0,76.0,2.0,Midwest,98.3,R,L
0,C,72.0,200.0,7.83,77.0,2.0,Northeast,89.5,R,L
0,C,70.0,170.0,7.51,75.0,2.0,Midwest,91.7,R,R
1,C,71.0,175.0,7.28,73.0,2.0,West,86.5,R,R
0,C,70.0,190.0,7.45,75.0,2.0,Midwest,94.0,R,R
0,C,70.0,225.0,8.3,69.0,2.1,Northeast,89.2,R,R
0,C,72.0,155.0,7.12,67.0,2.3,Midwest,65.0,R,R
1,C,75.0,202.4,7.100480079650879,78.0,1.9,West,97.7,R,S
0,C,73.0,204.4,6.76,78.0,2.0,West,100.9,R,R
0,C,71.0,190.0,7.75,74.0,2.1,South,87.7,R,R
0,C,67.0,170.0,7.72,71.0,2.1,South,90.8,R,R
0,C,70.0,190.0,7.09,69.0,2.2,Midwest,89.6,R,R
0,C,72.0,190.0,6.9,85.0,2.0,Midwest,98.6,R,L
0,C,71.0,195.0,7.63,73.0,2.3,Midwest,90.0,R,R
1,C,69.0,170.0,7.54,76.0,2.0,Northeast,92.3,R,R
0,C,73.0,195.0,7.26,79.0,2.0,South,91.8,R,R
1,C,71.0,190.0,6.87,84.0,2.0,South,93.1,R,R
0,C,70.0,160.0,7.85,65.0,2.2,Northeast,80.0,R,R
0,C,71.0,170.0,7.04,76.0,2.1,Midwest,83.0,R,R
0,C,69.0,175.0,6.9,74.0,2.0,Northeast,97.5,R,R
0,C,70.0,170.0,6.99,68.0,2.1,Northeast,81.8,R,R
0,C,69.0,185.0,7.12,79.0,2.1,Midwest,93.8,R,L
0,C,72.0,190.0,7.53,75.0,2.0,Midwest,85.4,R,R
1,C,73.0,195.0,7.296851634979248,77.0,2.0,West,88.19202423095703,R,R
0,C,72.0,220.0,7.46,79.0,2.0,Midwest,100.0,R,L
0,C,70.0,220.0,7.56,73.0,2.2,Northeast,93.6,R,L
0,C,72.0,175.0,7.6,70.0,2.0,South,85.7,R,R
0,C,72.0,215.0,8.1,72.0,2.2,Northeast,91.8,R,R
0,C,71.0,180.0,7.19,78.0,2.1,Midwest,85.3,R,R
1,C,71.0,185.0,7.41,83.0,1.9,South,97.1,R,R
0,C,72.0,195.0,7.18,74.0,2.1,South,93.0,R,R
0,C,73.0,170.0,7.41,80.0,2.1,Midwest,91.0,R,R
0,C,71.0,148.0,8.18,71.0,2.3,Midwest,72.8,R,R
1,C,71.0,180.0,7.14,76.0,2.1,Northeast,88.4,R,L
0,C,70.0,190.0,6.99,78.0,2.1,Northeast,93.7,R,R
0,C,74.0,180.0,7.34,76.0,2.1,South,90.1,R,R
0,C,68.0,170.0,7.14,64.0,2.5,Midwest,82.1,R,R
0,C,71.0,158.0,7.38,72.0,2.0,Northeast,88.3,R,S
0,C,73.0,205.0,7.07,76.0,2.0,South,92.8,R,R
0,C,72.0,178.0,6.93,71.0,2.1,Northeast,93.8,R,R
0,C,69.0,170.0,7.44,79.0,2.2,West,84.0,R,R
0,C,71.0,165.0,7.45,74.0,2.0,South,86.9,L,R
1,C,67.0,170.0,7.43,73.0,2.1,South,86.0,R,S
0,C,68.0,165.0,7.2,76.0,2.0,Northeast,90.7,R,R
0,C,71.0,180.0,7.07,73.0,2.1,Midwest,90.7,R,L
0,C,71.0,180.0,7.66,71.0,2.1,South,85.3,R,R
0,C,72.0,180.0,8.0,74.0,2.0,Northeast,91.7,R,R
0,C,72.0,215.0,7.53,74.0,2.0,Midwest,92.8,R,R
0,C,70.0,210.0,8.03,72.0,2.2,Midwest,78.1,R,L
0,C,73.0,178.0,7.87,72.0,2.3,Midwest,87.0,R,R
0,C,70.0,185.0,7.0,74.0,2.3,Midwest,85.7,R,R
1,C,74.0,213.4,7.4,73.0,2.3,West,94.6,R,R
0,C,72.0,200.0,7.199158668518066,82.0,2.0,South,92.7,R,R
0,C,69.0,165.0,7.39,73.0,2.1,Northeast,91.1,R,R
0,C,72.0,221.0,7.28,75.0,2.1,Midwest,99.6,R,R
0,C,74.0,180.0,7.4,76.0,2.2,Northeast,90.3,R,R
0,C,73.0,190.0,6.88,75.0,2.0,South,93.6,R,R
0,C,72.0,210.0,7.32,78.0,1.9,Northeast,95.5,R,R
0,C,75.0,200.0,7.64,73.0,2.2,Northeast,88.9,R,R
0,C,71.0,170.0,7.21,76.0,2.1,South,90.6,R,R
0,C,73.0,188.9,7.27,79.0,2.0,Midwest,92.7,R,R
0,C,73.0,190.0,7.49,70.0,2.1,South,86.0,R,R
1,C,75.0,200.0,7.21,82.0,2.0,West,102.2,R,R
0,C,71.0,156.0,7.42,70.0,2.3,Midwest,80.3,R,R
1,C,77.0,215.0,7.93,80.0,2.1,South,93.8,R,R
0,C,73.0,170.0,7.45,81.0,1.9,Northeast,92.2,R,R
1,C,70.0,195.0,6.78,83.0,1.9,South,94.0,R,R
0,C,70.0,185.0,7.04,81.0,2.0,South,95.8,R,R
0,C,69.0,170.0,7.37,72.0,2.1,Midwest,85.8,R,R
1,C,74.0,210.0,7.47,80.0,2.0,Northeast,94.3,L,R
0,C,70.0,175.0,7.68,77.0,2.1,Midwest,89.9,R,R
0,C,74.0,165.0,7.2,72.0,2.1,South,83.7,R,R
0,C,71.0,175.0,7.28,75.0,2.1,South,91.7,R,R
0,C,71.0,160.0,7.16,72.0,2.1,Midwest,81.0,R,R
1,C,72.0,170.0,7.35,77.0,1.9,Midwest,88.0,R,R
1,C,70.0,190.0,7.05,74.0,2.0,West,96.6,R,R
0,C,71.0,160.0,7.16,68.0,2.2,West,88.1,R,R
0,C,71.0,165.0,7.1,75.0,2.1,South,85.7,R,R
1,C,71.0,160.0,7.15,73.0,2.1,West,90.0,R,S
1,C,74.0,230.2,7.35,72.0,2.1,Midwest,94.2,R,R
1,C,73.0,195.0,7.090177536010742,79.0,2.0,South,101.5,R,R
1,C,73.0,190.0,7.42,74.0,2.0,West,96.5,R,L
0,C,69.0,175.0,7.26,80.0,2.0,Northeast,86.0,R,R
0,C,71.0,185.0,7.75,70.0,2.2,South,88.1,R,R
0,C,74.0,185.0,7.45,78.0,1.8,South,92.1,R,S
0,C,74.0,188.0,7.25,71.0,2.2,South,88.0,R,R
0,C,75.0,220.0,7.46,80.0,1.9,South,98.7,R,R
0,C,73.0,165.0,7.7,78.0,2.1,Midwest,82.2,R,R
0,C,72.0,200.0,7.03,80.0,1.9,South,98.9,R,R
0,C,71.0,162.0,7.37,69.0,2.3,Northeast,79.8,R,R
1,C,74.0,208.0,6.96,81.0,2.0,Midwest,97.3,R,R
0,C,73.0,195.0,6.51,78.0,2.1,South,97.7,R,R
1,C,76.0,201.3,6.83,84.0,2.0,Northeast,100.1,R,L
1,C,78.0,225.0,6.86,85.0,2.0,South,100.8,R,R
0,C,72.0,180.0,7.38,69.0,2.3,Midwest,90.5,R,R
0,C,70.0,194.0,7.11,77.0,2.0,Northeast,91.8,R,R
0,C,72.0,185.0,7.47,77.0,2.0,Northeast,93.7,R,R
0,C,70.0,215.0,7.5,77.0,1.9,South,93.0,R,R
1,C,73.0,180.0,7.0,79.0,2.0,South,93.1,R,L
1,C,71.0,165.0,7.2,77.0,2.0,Midwest,92.2,R,R
1,C,73.0,185.0,7.1,79.0,1.9,Northeast,98.6,R,R
1,C,71.0,195.0,6.94,78.0,2.0,West,100.3,R,R
0,C,77.0,185.0,7.28,75.0,2.2,Northeast,86.2,R,R
0,C,70.0,200.0,7.15,80.0,2.0,Midwest,101.5,R,R
0,C,70.0,178.0,7.58,71.0,2.1,South,90.6,R,L
0,C,76.0,215.0,7.98,73.0,2.3,Midwest,90.7,R,R
0,C,72.0,190.0,7.9,71.0,2.1,South,92.8,R,R
0,C,74.0,185.0,7.86,72.0,2.2,Northeast,89.9,R,R
0,C,69.0,170.0,7.479249477386475,70.0,2.2,Northeast,87.0,R,R
0,C,70.0,150.0,7.77,67.0,2.6,South,80.4,R,R
0,C,71.0,201.0,7.29,83.0,2.0,South,95.6,R,R
0,C,72.0,180.0,7.67,77.0,2.0,Northeast,95.8,R,R
0,C,72.0,175.0,7.2,82.0,1.8,Midwest,92.1,R,R
0,C,73.0,202.0,7.56,77.0,2.3,Midwest,96.0,R,R
0,C,67.0,175.0,8.25,78.0,2.0,Midwest,91.8,R,R
1,C,71.0,205.0,7.057079315185547,78.0,1.9,South,99.8,R,R
0,C,70.0,205.0,7.48,73.0,2.2,South,93.8,R,R
0,C,70.0,195.0,7.45,77.0,1.9,Midwest,89.6,R,S
1,C,73.0,175.0,7.16,80.0,2.0,South,88.9,R,L
1,C,71.0,206.0,7.58,76.0,1.9,South,97.4,R,R
0,C,71.0,155.0,7.0,76.0,2.0,South,88.0,R,R
0,C,69.0,168.0,7.6,77.0,2.0,Midwest,88.6,R,R
0,C,74.0,225.0,6.95,76.0,2.0,West,95.4,R,R
0,C,71.0,210.0,7.61,75.0,2.0,Midwest,93.6,R,R
0,C,70.0,175.0,7.82,74.0,1.9,Northeast,93.7,R,R
0,C,72.0,190.0,7.71,74.0,2.1,South,92.0,R,R
0,C,70.0,170.0,7.3,69.0,2.2,South,90.1,R,R
1,C,74.0,200.0,7.22,78.0,1.9,South,102.1,R,R
0,C,73.0,183.0,7.52,69.0,2.1,South,86.5,R,R
0,C,68.0,160.0,7.46,72.0,2.2,South,81.8,R,R
0,C,71.0,185.0,7.11,76.0,2.0,Midwest,92.0,R,R
0,C,73.0,200.0,7.19,77.0,2.1,South,100.8,R,L
0,C,70.0,180.0,7.62,75.0,2.0,Northeast,92.1,R,R
0,C,72.0,170.0,7.68,70.0,2.3,South,80.0,R,R
0,C,70.0,195.0,7.37,70.0,2.2,Northeast,87.0,R,R
1,C,75.0,200.0,7.53,80.0,1.9,Northeast,92.5,R,R
1,C,72.0,200.0,7.25,77.0,1.9,South,101.6,R,R
0,C,72.0,140.0,7.16,80.0,1.8,South,101.8,R,L
1,C,69.0,170.0,7.11,70.0,2.1,West,88.1,R,L
0,C,71.0,195.0,7.42,76.0,1.9,Midwest,94.0,R,R
0,C,69.0,160.0,6.95,76.0,1.9,Midwest,85.7,R,R
0,C,67.0,176.2,7.61,72.0,2.0,West,92.6,R,R
0,C,73.0,215.0,7.5,78.0,1.8,Midwest,95.8,R,R
0,C,70.0,170.0,7.75,72.0,2.1,Midwest,85.3,R,R
0,C,75.0,213.2,7.28,80.0,2.1,Midwest,95.4,R,R
0,C,71.0,175.0,7.25,78.0,2.0,Northeast,90.3,R,R
1,C,71.0,188.0,6.6,81.0,1.9,Northeast,96.5,R,R
1,C,72.0,190.0,7.57,75.0,2.0,West,94.8,R,R
1,C,72.0,210.0,7.26,84.0,1.9,Northeast,97.2,R,L
1,C,73.0,215.0,7.26,77.0,1.9,West,98.8,R,R
1,C,70.0,180.0,7.33,78.0,2.0,South,94.4,R,R
0,C,73.0,200.0,7.79,73.0,2.3,Midwest,91.3,R,L
0,C,73.0,205.0,7.96,66.0,2.3,South,85.0,R,R
0,C,69.0,185.0,7.65,76.0,2.1,Midwest,89.0,R,R
0,C,70.0,181.0,7.1,72.0,2.2,Midwest,87.3,R,R
0,C,74.0,208.0,7.32,79.0,1.9,South,101.3,R,R
1,C,74.0,210.0,7.52,85.0,2.0,Midwest,93.0,R,S
0,C,71.0,225.0,7.05,70.0,2.2,South,96.8,R,R
0,C,71.0,204.0,8.5,70.0,2.2,Midwest,83.9,R,R
0,C,71.0,160.0,7.205215930938721,77.0,2.1,South,87.5,R,R
1,C,74.0,212.0,7.72,80.0,2.1,South,95.9,R,R
0,C,68.0,150.0,8.06,71.0,2.1,Northeast,84.0,R,R
0,C,70.0,175.0,7.57,72.0,2.2,Northeast,85.7,R,L
0,C,72.0,200.0,7.58,78.0,2.0,Midwest,92.4,R,R
0,C,73.0,191.0,7.98,72.0,2.1,Midwest,75.0,R,R
0,C,76.0,225.0,7.39,82.0,2.0,South,104.0,R,R
0,C,73.0,190.0,7.33,73.0,2.3,South,80.0,R,R
0,C,71.0,170.0,7.07,72.0,2.3,Midwest,90.2,R,R
1,C,69.0,190.0,7.35,80.0,1.9,Northeast,96.7,R,L
0,C,71.0,165.0,7.56,69.0,2.2,West,92.0,R,R
1,C,71.0,175.0,7.55,75.0,2.1,South,85.0,R,R
0,C,72.0,200.0,7.82,68.0,2.2,Midwest,92.0,R,R
0,C,72.0,180.0,7.32,76.0,2.1,Midwest,97.3,R,L
0,C,70.0,180.0,6.77,78.0,2.2,Midwest,94.2,R,R
0,C,71.0,180.0,7.32,76.0,2.0,Midwest,88.5,R,R
1,C,76.0,225.0,6.76,86.0,2.0,Midwest,102.5,R,R
1,C,72.0,165.0,7.47,78.0,2.0,Northeast,86.9,R,R
0,C,72.0,180.0,6.85,78.0,2.0,Northeast,94.0,R,R
1,C,73.0,178.0,7.28,74.0,1.9,Northeast,90.6,R,R
0,C,68.0,170.0,7.29,75.0,2.0,Midwest,91.6,R,R
0,C,69.0,185.0,7.25,74.0,2.0,Northeast,91.6,R,R
0,C,68.0,193.6,7.98,76.0,2.0,Northeast,91.8,R,R
1,C,74.0,182.0,7.06,77.0,2.0,Northeast,96.1,R,L
1,C,73.0,175.0,7.59,79.0,2.0,West,94.85228729248048,R,R
0,C,71.0,140.0,7.14,72.0,2.1,South,83.1,L,R
0,C,69.0,180.0,7.37,77.0,2.1,Midwest,94.0,R,R
0,C,75.0,195.0,7.16,75.0,2.0,South,92.4,R,R
0,C,71.0,175.0,7.32,76.0,2.0,Midwest,89.9,R,R
0,C,71.0,170.0,7.41,76.0,2.0,Midwest,92.8,R,R
0,C,68.0,180.8,7.2,78.0,2.0,West,98.8,R,R
0,C,72.0,190.0,7.47,70.0,2.1,Midwest,86.3,R,R
1,C,70.0,182.0,7.21,79.0,2.0,South,97.4,R,R
0,C,69.0,176.0,7.02,73.0,2.5,South,90.5,R,R
0,C,72.0,180.0,7.36,77.0,2.0,Midwest,94.3,R,R
0,C,68.0,160.0,6.94,74.0,2.2,Midwest,89.4,R,R
0,C,74.0,210.0,7.5,84.0,1.9,Northeast,101.5,R,R
0,C,69.0,175.0,8.0,72.0,2.2,Northeast,84.2,R,R
0,C,72.0,165.0,7.47329568862915,75.0,2.1,South,84.0,R,R
0,C,72.0,158.0,7.69,73.0,2.2,Northeast,85.6,R,R
1,C,73.0,211.0,7.43,72.0,2.1,Northeast,100.3,R,L
0,C,74.0,190.0,7.48,79.0,1.9,South,94.4,R,R
0,C,71.0,170.0,7.25,74.0,2.1,Midwest,90.7,R,R
1,C,72.0,170.0,6.87,78.0,2.0,South,86.0,R,S
0,C,74.0,195.0,7.02,83.0,2.0,Midwest,99.4,R,R
0,C,72.0,185.0,7.45,82.0,2.1,Midwest,92.0,R,R
1,C,74.0,210.0,6.98,78.0,1.9,South,104.0,R,R
0,C,69.0,187.0,7.47,75.0,2.1,Midwest,91.1,R,R
0,C,73.0,195.0,7.66,73.0,2.1,Northeast,91.5,R,R
0,C,70.0,200.0,7.24,76.0,2.1,Midwest,89.3,R,R
0,C,72.0,175.0,7.07,79.0,1.9,South,93.0,R,R
0,C,73.0,200.0,7.06,78.0,2.0,West,99.9,R,R
0,C,72.0,175.0,7.28,81.0,2.1,Northeast,92.1,R,R
0,C,69.0,185.0,7.34,75.0,2.0,South,81.0,R,R
0,C,69.0,215.0,7.46,77.0,2.2,Midwest,93.4,R,R
1,C,70.0,170.0,7.600337505340576,79.0,2.0,Northeast,92.5,R,R
0,C,69.0,140.0,7.54,66.0,2.2,West,80.0,R,R
0,C,74.0,170.0,7.4038591384887695,75.0,2.0,Midwest,90.6,R,R
1,C,72.0,210.0,7.92,71.0,2.2,South,87.0,R,R
0,C,74.0,214.5,7.23,80.0,1.9,South,94.7,R,R
0,C,72.0,185.0,8.16,72.0,2.1,Northeast,87.0,R,R
0,C,73.0,200.0,7.41,78.0,2.0,Midwest,102.7,R,R
0,C,74.0,180.0,7.06,78.0,2.0,South,88.1,R,R
0,C,72.0,200.0,7.79,69.0,2.1,West,87.5,R,R
0,C,72.0,190.0,6.963794231414795,73.0,2.2,Midwest,96.2,R,R
0,C,71.0,180.0,7.5,75.0,2.1,Northeast,86.2,R,R
1,C,73.0,170.0,6.62,74.0,2.0,Northeast,87.0,R,R
0,C,73.0,195.0,7.62,68.0,2.1,Midwest,88.3,R,R
0,C,74.0,225.0,7.12,76.0,2.0,South,99.4,R,R
0,C,69.0,175.0,8.09,66.0,2.3,Northeast,72.0,R,S
0,C,71.0,160.0,7.02,80.0,1.8,West,94.8,R,R
0,C,73.0,200.0,7.34,81.0,1.9,Midwest,102.2,R,L
0,C,72.0,185.0,7.15,64.0,2.3,West,89.3,R,R
0,C,75.0,215.0,8.01,71.0,2.2,South,95.5,R,L
0,C,73.0,185.0,7.35,70.0,2.0,South,90.8,R,R
1,C,72.0,160.0,7.26,79.0,2.1,South,85.0,R,S
0,C,70.0,179.0,7.71,74.0,2.1,Northeast,87.5,R,R
0,C,71.0,195.0,7.61,72.0,2.1,West,93.1,R,L
1,C,73.0,185.0,7.02,79.0,1.9,South,92.9,R,R
0,C,74.0,180.0,7.21,71.0,2.3,South,87.1,R,L
0,C,71.0,215.0,7.28,74.0,2.1,Midwest,95.4,R,R
0,C,75.0,180.0,6.98,79.0,2.0,Midwest,100.0,R,R
0,C,69.0,245.2,8.09,72.0,2.1,Northeast,90.6,R,R
1,C,71.0,175.0,7.3981194496154785,71.0,2.1,Northeast,91.0,R,R
0,C,71.0,185.0,7.59,69.0,2.4,Midwest,89.6,R,R
0,C,71.0,160.0,7.57,70.0,2.1,Midwest,80.0,L,R
1,C,70.0,170.0,6.82,79.0,2.0,South,91.4,R,R
1,C,71.0,168.0,3.93,77.0,1.9,Northeast,92.7,R,L
1,C,72.0,210.0,7.19,76.0,2.0,South,97.6,R,L
1,C,74.0,185.0,7.56,69.0,2.0,Northeast,86.8,R,R
1,C,73.0,180.0,7.4,73.0,2.2,South,91.7,R,R
0,C,72.0,190.0,6.99,79.0,2.0,Midwest,97.3,R,R
0,C,68.0,170.0,6.98,74.0,2.0,Northeast,88.9,R,R
0,C,72.0,175.0,7.4,75.0,2.1,West,88.3,R,R
0,C,71.0,200.0,7.46,78.0,2.1,Midwest,96.5,R,R
0,C,70.0,160.0,7.52,73.0,2.1,Midwest,89.2,R,R
1,C,71.0,175.0,6.91,73.0,2.0,West,92.5,R,R
0,C,68.0,175.0,7.33,74.0,2.2,Midwest,84.0,R,R
0,C,69.0,169.1,7.54,70.0,2.3,Midwest,86.4,R,R
0,C,74.0,168.0,7.37,74.0,2.1,Midwest,86.8,R,R
0,C,74.0,210.0,7.59,75.0,2.3,Midwest,90.3,R,R
1,C,74.0,200.0,7.38,79.0,2.1,South,93.6,R,R
0,C,71.0,185.0,6.97,74.0,2.1,Midwest,84.0,R,L
0,C,73.0,203.0,7.29,72.0,2.1,South,95.9,R,R
0,C,74.0,180.0,7.41,74.0,2.1,Northeast,88.4,R,R
0,C,69.0,175.0,7.42,77.0,2.0,South,89.4,R,R
0,C,72.0,185.0,7.37,72.0,2.0,Northeast,87.7,R,R
0,C,69.0,190.0,7.6,70.0,2.2,South,87.4,R,R
1,C,69.0,163.0,7.23,73.0,2.1,Northeast,85.7,R,R
0,C,70.0,205.0,8.08,62.0,2.3,South,83.1,R,R
1,C,71.0,174.0,7.06,79.0,2.0,West,99.2,R,R
0,C,69.0,180.0,8.03,70.0,2.1,Midwest,94.8,R,R
0,C,70.0,165.0,7.65,73.0,2.2,Midwest,89.2,R,R
0,C,73.0,200.0,7.95,76.0,1.9,South,86.0,R,R
0,C,71.0,205.0,7.04,78.0,2.0,West,94.8,R,R
1,C,76.0,200.0,7.35,81.0,1.9,South,101.2,R,R
1,C,69.0,180.0,7.06,84.0,1.8,Northeast,91.7,R,R
0,C,75.0,200.0,7.26,76.0,1.9,Midwest,89.9,R,R
0,C,75.0,190.0,6.92,78.0,2.0,South,91.0,R,R
0,C,68.0,205.9,7.64,69.0,2.3,Northeast,90.4,R,R
0,C,70.0,165.0,7.07,78.0,1.9,Midwest,91.3,R,L
0,C,76.0,210.0,7.45,74.0,2.1,West,92.7,R,R
0,C,70.0,185.0,7.7,72.0,2.2,South,94.3,R,R
0,C,72.0,190.0,7.32,74.0,2.0,Northeast,89.7,R,R
0,C,69.0,160.0,7.237253189086914,74.0,2.1,South,88.3,R,R
0,C,72.0,180.0,7.19,74.0,2.1,South,81.0,R,R
1,C,68.0,170.0,6.67,85.0,1.9,Midwest,99.1,R,R
0,C,72.0,180.0,7.68,76.0,2.0,Northeast,86.1,R,R
0,C,76.0,175.0,7.36,77.0,2.0,Midwest,90.8,R,R
0,C,72.0,175.0,7.66,78.0,2.0,South,90.4,R,R
0,C,72.0,230.0,7.8,70.0,2.2,Northeast,90.6,R,R
0,C,70.0,180.0,7.21,77.0,2.0,Midwest,88.0,R,R
0,C,67.0,150.0,7.08,73.0,2.1,Midwest,82.3,R,R
0,C,70.0,205.0,8.7,72.0,2.2,South,82.4,R,R
1,C,75.0,205.0,7.35,80.0,1.9,West,99.3,R,R
0,C,69.0,230.0,8.55,67.0,2.1,Midwest,91.9,R,R
0,C,74.0,215.0,7.64,80.0,2.1,Midwest,95.7,R,R
1,C,70.0,145.0,7.89,69.0,2.7,Midwest,77.0,R,R
0,C,70.0,175.0,7.45,71.0,2.0,South,84.5,R,R
0,C,71.0,190.0,7.92,73.0,2.1,South,83.1,R,L
1,C,75.0,183.0,7.06,78.0,2.0,South,96.5,R,R
0,C,70.0,190.0,7.11,71.0,2.0,Northeast,90.0,R,R
0,C,72.0,198.0,7.21,78.0,1.9,Northeast,94.8,R,R
1,C,74.0,185.0,6.91,85.0,1.9,Midwest,94.7,R,R
0,C,71.0,165.0,7.77,71.0,2.1,South,79.0,R,R
1,C,71.0,175.0,7.0,77.0,2.0,South,91.7,R,L
0,C,70.0,192.0,7.29,76.0,2.0,Midwest,100.1,R,R
1,C,72.0,185.0,7.28,79.0,1.9,South,98.5,R,S
0,C,70.0,190.0,7.14,75.0,2.0,South,90.4,R,R
0,C,70.0,200.0,8.03,74.0,2.1,Midwest,87.0,R,L
0,C,71.0,195.0,6.85,77.0,1.9,Midwest,98.7,R,R
0,C,72.0,190.0,7.143733501434326,79.0,2.0,Midwest,90.6,R,R
0,C,69.0,195.0,6.961345672607422,73.0,1.9,Midwest,85.0,R,R
0,C,69.0,195.0,7.231316089630127,73.0,1.9,Midwest,85.0,R,R
0,C,71.0,180.0,7.57,76.0,2.0,Northeast,94.7,R,R
0,C,68.0,155.0,7.6,72.0,2.0,South,79.0,R,L
0,C,73.0,190.0,7.65,71.0,2.1,West,90.6,R,L
1,C,73.0,180.0,7.74,73.0,2.1,West,90.9,R,R
0,C,71.0,174.0,6.57,78.0,2.1,South,97.3,R,L
0,C,70.0,165.0,7.3,75.0,2.2,Midwest,91.2,R,R
0,C,73.0,182.0,7.49,73.0,2.1,Midwest,93.0,R,R
0,C,72.0,180.0,7.13,82.0,1.9,Midwest,85.8,R,R
0,C,75.0,205.0,6.991494178771973,80.0,1.8,Midwest,86.0,R,R
0,C,72.0,215.0,7.59,83.0,2.0,South,96.9,R,R
0,C,73.0,195.0,6.94,79.0,1.9,Midwest,96.4,R,R
1,C,70.0,185.0,7.44,77.0,2.1,West,90.6,R,L
0,C,70.0,190.0,7.55,77.0,2.1,Midwest,87.0,R,L
0,C,73.0,205.0,7.74,75.0,2.2,Midwest,95.8,R,L
1,C,73.0,185.0,7.15,81.0,2.0,South,95.9,R,L
0,C,69.0,140.0,8.6,68.0,2.2,Northeast,77.7,R,R
0,C,72.0,180.0,7.24,72.0,2.0,South,86.0,R,R
0,C,69.0,155.6,6.76,79.0,2.0,West,96.9,R,L
0,C,74.0,185.0,7.123838424682617,73.0,2.1,Midwest,88.0,R,R
0,C,68.0,185.0,7.45,72.0,2.2,Northeast,87.0,R,R
0,C,71.0,195.0,7.6,75.0,2.0,Northeast,93.1,R,R
0,C,71.0,165.0,7.83,73.0,2.0,Midwest,89.5,R,R
0,C,72.0,180.0,7.28,75.0,2.0,Midwest,93.7,R,R
0,C,72.0,205.0,7.6,76.0,2.2,Midwest,95.8,R,R
0,C,67.0,165.0,7.09,70.0,2.1,Midwest,93.4,R,R
0,C,70.0,182.0,7.73,73.0,2.0,Northeast,93.6,R,R
0,C,74.0,187.4,7.7,74.0,2.2,Midwest,90.1,R,L
0,C,71.0,195.0,7.71,70.0,2.2,Midwest,93.0,R,R
0,C,72.0,195.0,7.24,75.0,2.2,South,94.2,R,R
1,C,72.0,231.1,7.77,84.0,2.0,Northeast,98.1,R,L
1,C,69.0,213.0,7.37,81.0,1.9,South,97.2,R,R
0,C,72.0,180.0,7.37965202331543,74.0,2.0,Northeast,84.0,R,R
0,C,71.0,168.0,7.58,74.0,2.1,Midwest,89.3,R,R
1,C,74.0,196.9,7.92,83.0,2.0,West,99.1,R,R
0,C,70.0,160.0,7.51,71.0,2.1,Midwest,80.0,R,R
1,C,74.0,181.4,7.23,82.0,1.9,Northeast,98.3,R,R
0,C,70.0,180.0,6.72,79.0,2.1,Northeast,95.3,R,R
0,C,74.0,215.0,7.16,81.0,1.9,Midwest,102.1,R,R
1,C,76.0,205.0,7.61,81.0,2.0,South,96.5,R,R
1,C,70.0,165.0,7.42,75.0,2.0,West,96.7,R,R
0,C,70.0,170.0,7.32,74.0,2.0,South,83.5,R,R
1,C,75.0,205.0,6.62,79.0,2.0,Northeast,99.1,R,R
0,C,72.0,180.0,6.94,79.0,2.0,South,94.1,R,R
0,C,68.0,145.0,7.88,59.0,2.2,Northeast,77.5,R,R
1,C,73.0,175.0,7.11,84.0,2.0,Northeast,86.3,R,R
0,C,72.0,180.0,7.56,73.0,2.1,Midwest,90.5,R,R
1,C,72.0,220.0,7.21,80.0,1.8,West,102.1,R,S
0,C,72.0,178.0,7.21,79.0,2.0,Midwest,92.7,R,R
1,C,72.0,180.0,7.74,71.0,2.2,Northeast,86.0,R,R
0,C,72.0,205.0,8.11,71.0,2.3,South,82.5,R,R
1,C,72.0,180.0,7.26,83.0,1.8,South,89.7,R,R
0,C,69.0,162.0,7.12,75.0,2.0,Midwest,85.7,R,R
0,C,70.0,192.0,7.72,74.0,2.1,South,98.3,R,R
0,C,72.0,175.0,7.35,74.0,2.1,Northeast,88.8,R,R
0,C,69.0,155.0,7.04,74.0,1.9,Midwest,94.8,R,R
1,C,69.0,190.0,7.38,75.0,2.0,West,99.9,R,R
0,C,72.0,175.0,7.58,71.0,1.9,South,87.3,R,S
0,C,73.0,195.0,7.04,80.0,2.0,South,96.7,R,R
0,C,69.0,165.0,7.43,76.0,2.1,Midwest,85.7,L,L
0,C,72.0,185.0,7.69,70.0,2.1,West,89.3,R,L
