d1_or_not,primary_position,height,weight,sixty_time,c_velo,pop_time,player_region,exit_velo_max,throwing_hand,hitting_handedness
0,C,72.0,190.0,7.51,75.0,2.2,Midwest,92.0,R,R
0,C,69.0,185.0,7.77,75.0,2.0,South,83.3,R,R
0,C,68.0,158.0,7.44,72.0,2.2,South,81.5,R,R
1,C,72.0,215.0,7.14,79.0,2.0,South,95.0,R,R
0,C,72.0,180.0,7.64,77.0,2.1,Northeast,87.4,R,R
1,C,70.0,160.0,6.97,81.0,1.9,West,97.3,R,R
1,C,72.0,190.0,7.5,71.0,2.1,South,92.5,R,L
0,C,74.0,200.0,7.19,74.0,2.1,South,88.3,R,R
0,C,74.0,195.0,7.15,73.0,1.9,Midwest,92.4,R,R
0,C,73.0,180.0,7.14,77.0,2.0,South,95.4,R,R
0,C,70.0,185.0,7.51,80.0,2.1,Northeast,96.5,R,R
0,C,70.0,190.0,7.25,79.0,2.2,Midwest,85.0,R,R
0,C,74.0,195.0,7.1,76.0,2.1,Midwest,94.2,R,R
0,C,71.0,135.0,7.94,74.0,2.1,Midwest,79.2,R,R
0,C,72.0,188.0,7.52,78.0,1.9,South,97.6,R,R
0,C,69.0,195.0,7.49,69.0,2.1,Northeast,94.9,R,R
0,C,70.0,178.0,7.19,75.0,2.0,Midwest,91.8,R,R
1,C,69.0,180.0,7.12,76.0,2.0,Midwest,97.8,R,L
0,C,72.0,178.0,6.9,79.0,1.9,West,97.2,R,R
0,C,73.0,185.0,7.17,81.0,2.0,Midwest,99.2,R,R
0,C,69.0,180.0,7.27,73.0,2.3,Midwest,87.8,R,R
0,C,75.0,170.0,7.59,77.0,2.2,Midwest,85.0,R,R
0,C,69.0,170.0,7.16,73.0,2.1,South,92.8,R,S
1,C,71.0,185.0,7.56,82.0,2.0,Northeast,94.0,R,L
0,C,73.0,155.0,7.69,69.0,2.4,Midwest,79.0,R,R
0,C,72.0,185.0,6.92,80.0,1.9,South,100.3,R,R
0,C,72.0,185.0,7.79,74.0,2.2,South,88.4,R,R
1,C,69.0,190.0,7.32,71.0,2.1,Midwest,88.1,R,R
0,C,72.0,198.0,7.63,78.0,2.0,Midwest,94.3,R,R
0,C,72.0,185.0,7.38,75.0,2.1,Midwest,98.1,R,R
0,C,72.0,215.0,7.3,80.0,1.9,Midwest,97.0,R,R
0,C,70.0,175.0,8.0,73.0,2.2,Midwest,86.0,R,R
0,C,70.0,200.0,7.39,72.0,2.3,Midwest,92.2,R,R
1,C,76.0,230.0,6.68,82.0,1.9,Northeast,101.3,R,L
0,C,69.0,170.0,7.9,73.0,2.1,Northeast,93.4,R,L
0,C,71.0,155.0,7.16,74.0,2.0,Midwest,80.0,R,R
0,C,70.0,225.0,8.5,71.0,2.2,Midwest,86.9,R,R
0,C,73.0,170.0,7.2,75.0,2.2,Midwest,88.3,R,R
0,C,69.0,185.0,7.38,74.0,2.1,South,95.3,R,R
1,C,73.0,205.0,7.76,69.0,2.2,West,86.7,R,R
1,C,74.0,205.0,7.35,79.0,2.1,Midwest,95.6,R,L
0,C,74.0,210.0,7.36,73.0,2.1,Midwest,90.7,R,R
1,C,71.0,168.0,7.68,70.0,2.2,South,93.0,R,L
0,C,70.0,185.0,7.64,74.0,2.1,South,90.5,R,L
0,C,71.0,178.0,6.93,79.0,2.0,South,94.0,R,L
0,C,68.0,156.0,8.25,65.0,2.5,Midwest,74.0,R,S
0,C,71.0,200.0,7.89,78.0,2.0,Northeast,94.1,R,R
1,C,73.0,195.0,8.0,76.0,2.0,South,95.1,R,L
0,C,72.0,235.0,8.12,74.0,2.3,Northeast,95.4,R,R
0,C,67.0,160.0,7.31,72.0,2.1,Northeast,86.7,R,L
0,C,69.0,224.0,7.78,68.0,2.1,South,84.2,R,R
1,C,74.0,180.0,7.22,78.0,2.1,West,91.42057800292967,R,R
0,C,71.0,185.0,7.8,75.0,2.0,South,84.5,R,R
0,C,72.0,195.0,8.11,76.0,1.9,South,93.2,R,R
0,C,72.0,215.0,7.44,77.0,2.0,South,93.9,R,L
0,C,73.0,170.0,7.27,77.0,1.9,Midwest,99.9,R,R
0,C,69.0,165.0,7.118185043334961,77.0,2.0,Midwest,90.1,R,R
0,C,67.0,155.0,7.61,76.0,2.1,Midwest,82.9,R,R
1,C,70.0,185.0,7.71,80.0,2.0,South,91.5,R,R
0,C,70.0,180.0,7.51,77.0,1.9,Midwest,91.9,R,L
0,C,70.0,185.0,7.85,66.0,2.2,Northeast,82.5,R,R
0,C,69.0,185.0,7.03,76.0,2.0,Midwest,95.1,R,R
0,C,71.0,187.0,7.52,74.0,2.0,Northeast,92.5,R,R
0,C,73.0,175.0,7.31,70.0,2.2,Midwest,85.4,R,R
0,C,72.0,200.0,7.07,71.0,2.2,South,89.0,R,R
0,C,72.0,195.0,7.13,77.0,1.9,Midwest,95.6,R,R
0,C,71.0,170.0,7.52,72.0,2.2,Northeast,89.6,R,R
0,C,70.0,185.0,6.99,80.0,1.9,Midwest,96.6,R,R
0,C,73.0,195.0,7.77,76.0,2.0,Midwest,88.3,R,R
0,C,70.0,160.0,7.85,72.0,2.3,Midwest,76.8,R,R
0,C,70.0,220.0,7.12,70.0,2.2,Northeast,95.3,R,R
0,C,70.0,165.0,7.04,66.0,2.3,Midwest,86.7,R,R
0,C,72.0,178.0,7.25,75.0,2.0,Midwest,97.0,R,R
1,C,71.0,195.0,7.17,83.0,1.9,South,100.9,R,L
0,C,74.0,220.0,7.76,82.0,2.0,South,103.9,R,R
0,C,69.0,185.0,7.8,71.0,2.1,Midwest,94.6,R,R
0,C,74.0,193.0,6.86,82.0,2.0,Midwest,98.5,R,R
0,C,68.0,175.0,7.232026100158691,70.0,2.0,West,84.3,R,R
0,C,72.0,198.0,7.85,71.0,2.2,South,85.0,R,L
0,C,72.0,190.0,7.64,76.0,2.1,Midwest,91.0,R,R
0,C,69.0,165.0,7.21,79.0,2.0,Midwest,89.4,R,R
0,C,73.0,190.0,7.23,80.0,2.3,Midwest,89.7,R,R
0,C,73.0,195.0,7.87,68.0,2.3,Midwest,90.9,R,R
0,C,75.0,185.0,7.36,77.0,2.2,Midwest,91.7,R,R
0,C,71.0,175.0,7.41,74.0,2.1,West,87.2,R,R
0,C,68.0,175.0,7.01,76.0,2.0,Midwest,88.6,R,L
0,C,70.0,180.0,6.79,79.0,1.9,Northeast,95.0,R,R
0,C,69.0,188.0,7.92,70.0,2.2,South,85.3,R,R
1,C,72.0,180.0,7.67,75.0,2.0,South,96.8,R,L
1,C,71.0,185.0,7.08,78.0,2.0,South,92.5,R,R
0,C,71.0,180.0,7.48,75.0,2.1,Northeast,86.0,R,R
0,C,68.0,180.0,7.228277206420898,73.0,2.1,Northeast,88.4,R,R
0,C,69.0,175.0,7.68,73.0,1.9,South,80.0,R,R
0,C,65.0,175.0,7.41,76.0,2.1,South,93.5,R,R
0,C,70.0,180.0,7.6,72.0,2.2,South,90.8,R,R
0,C,69.0,155.0,6.8,73.0,2.2,Midwest,85.6,R,R
0,C,71.0,180.0,6.75,81.0,2.0,Midwest,95.9,R,R
0,C,71.0,170.0,6.99,77.0,2.0,Northeast,87.0,R,L
1,C,72.0,215.0,7.18,83.0,1.9,West,101.1,R,R
0,C,71.0,200.0,7.65,80.0,1.9,Midwest,91.3,R,R
1,C,73.0,215.0,6.96,84.0,1.9,Midwest,103.5,R,R
1,C,73.0,206.4,6.74,81.0,1.9,South,102.0,R,R
0,C,69.0,160.0,7.45,71.0,2.3,Midwest,83.3,R,L
0,C,71.0,183.0,6.94,76.0,2.0,Northeast,92.2,R,R
0,C,74.0,215.0,7.01,79.0,2.1,Midwest,95.3,R,R
0,C,72.0,175.0,7.23,76.0,1.9,South,87.9,R,R
1,C,70.0,193.0,7.45,79.0,1.9,West,99.3,R,R
0,C,70.0,160.0,6.98,74.0,2.1,Northeast,90.4,R,R
0,C,74.0,190.0,7.36,78.0,2.1,South,88.6,R,R
0,C,69.0,175.0,7.81,75.0,2.1,Northeast,89.4,R,R
1,C,70.0,180.0,7.1,77.0,2.0,Midwest,98.2,R,R
0,C,72.0,160.0,7.45,77.0,2.1,West,87.0,R,S
0,C,75.0,210.0,7.33,80.0,1.9,Midwest,98.8,R,R
0,C,72.0,170.0,7.46,71.0,2.2,West,91.8,R,R
1,C,74.0,195.0,7.081488132476807,77.0,2.1,Midwest,89.0,R,R
0,C,73.0,180.0,7.11,74.0,2.2,South,90.8,R,R
1,C,72.0,175.0,8.32,73.0,2.1,West,94.5,R,R
0,C,72.0,170.0,7.6,75.0,2.1,South,89.3,R,S
0,C,71.0,185.0,7.15,77.0,2.0,Northeast,92.9,R,R
0,C,72.0,170.0,7.15,78.0,2.0,South,90.0,R,R
0,C,70.0,175.0,7.42,75.0,2.0,Northeast,91.6,R,R
1,C,71.0,180.0,6.6,79.0,2.0,Northeast,97.0,R,S
0,C,69.0,180.0,8.57,65.0,2.3,South,85.9,R,R
1,C,68.0,165.4,7.19,83.0,2.0,Northeast,91.3,R,R
1,C,73.0,200.0,7.11,73.0,2.3,South,100.4,R,R
1,C,76.0,210.0,7.09,77.0,1.9,Midwest,101.0,R,R
0,C,72.0,198.2,7.28,82.0,1.9,West,95.7,R,R
0,C,72.0,205.0,7.45,75.0,2.2,South,84.8,R,R
1,C,71.0,200.0,7.22,76.0,2.0,Midwest,98.9,R,R
0,C,71.0,200.0,8.96,57.0,2.6,West,74.0,R,R
0,C,73.0,196.0,7.15,75.0,2.1,Midwest,91.4,R,R
0,C,68.0,150.0,7.06,76.0,2.1,Northeast,84.2,R,R
0,C,67.0,150.0,7.25,75.0,2.0,West,94.2,R,R
0,C,67.0,176.0,7.31,71.0,2.1,Northeast,87.1,R,L
0,C,74.0,190.0,7.45,68.0,2.2,South,77.0,R,R
1,C,74.0,215.0,7.19,78.0,1.9,West,102.6,R,R
0,C,72.0,180.0,8.01,75.0,2.3,Midwest,87.0,R,L
0,C,72.0,160.0,7.52,73.0,2.0,South,84.3,R,R
0,C,65.0,174.0,7.52,70.0,2.0,Midwest,89.9,R,S
0,C,69.0,160.0,7.06,73.0,2.2,Northeast,87.5,R,R
0,C,72.0,185.0,6.9,80.0,1.9,Midwest,90.0,R,L
0,C,72.0,180.0,7.51,75.0,2.2,Midwest,87.6,R,R
0,C,73.0,180.0,6.96,76.0,2.0,Midwest,84.0,R,R
0,C,69.0,170.0,7.14,77.0,1.9,South,89.2,R,R
0,C,74.0,225.0,7.74,74.0,2.1,Midwest,93.0,R,R
0,C,71.0,185.0,7.72,73.0,2.1,South,88.7,R,R
0,C,75.0,195.0,8.87,69.0,2.3,West,89.3,R,R
1,C,72.0,190.0,6.8,83.0,2.0,South,100.6,R,R
0,C,68.0,150.0,7.28,70.0,2.2,Midwest,80.0,R,R
0,C,70.0,185.0,7.07,75.0,2.1,South,92.6,R,R
0,C,73.0,181.0,7.53,75.0,2.1,Midwest,95.2,R,R
0,C,70.0,170.0,6.83,77.0,1.9,West,96.5,R,R
0,C,74.0,185.0,6.99,77.0,2.0,Midwest,89.5,R,R
0,C,70.0,170.0,7.1858625411987305,73.0,2.1,West,89.9,R,R
0,C,73.0,201.0,7.26,70.0,2.3,Midwest,97.3,R,R
0,C,70.0,150.0,7.55,72.0,2.1,Northeast,83.8,R,S
0,C,66.0,150.0,7.18,70.0,2.2,Midwest,90.6,R,R
0,C,67.0,160.0,7.42,75.0,1.9,South,83.0,R,R
0,C,71.0,195.0,6.7,77.0,2.0,Midwest,94.4,R,R
0,C,69.0,170.0,7.5,75.0,2.0,Midwest,92.4,R,L
1,C,70.0,180.0,7.85,77.0,1.9,South,96.2,R,R
1,C,74.0,185.0,7.01,78.0,2.0,Midwest,92.0,R,R
0,C,69.0,170.0,7.86,73.0,2.2,Northeast,88.1,R,R
0,C,74.0,190.0,7.19,69.0,2.2,Midwest,77.0,R,R
0,C,72.0,180.0,7.53,75.0,2.1,Northeast,89.0,R,R
0,C,74.0,200.0,7.79,72.0,2.0,Midwest,89.5,R,R
0,C,74.0,195.0,7.18,76.0,1.9,South,93.5,R,R
1,C,73.0,195.0,7.44,78.0,2.0,Northeast,96.2,R,R
1,C,75.0,180.0,7.08,79.0,2.0,Northeast,90.4,R,R
0,C,72.0,225.0,7.7,76.0,2.1,Midwest,98.1,R,R
1,C,74.0,195.0,7.3,74.0,2.1,Northeast,89.9,R,L
1,C,71.0,190.9,7.3,80.0,2.0,South,100.5,R,L
0,C,70.0,190.0,7.4094319343566895,65.0,2.3,Midwest,80.0,R,S
0,C,70.0,172.2,7.79,74.0,2.2,South,84.3,R,R
0,C,74.0,190.0,7.05,76.0,2.2,South,90.0,R,R
0,C,70.0,178.0,6.65,77.0,2.0,South,86.0,R,L
0,C,69.0,170.0,6.91,82.0,2.0,Midwest,94.5,R,R
0,C,76.0,185.0,7.47,78.0,2.1,Midwest,90.3,R,R
0,C,69.0,170.0,7.35,77.0,2.0,Midwest,89.0,R,L
0,C,70.0,180.0,6.99,80.0,2.0,Midwest,97.5,R,R
0,C,72.0,188.0,7.61,69.0,2.2,Northeast,89.6,L,R
1,C,73.0,220.0,7.4,77.0,2.0,South,97.7,R,R
0,C,72.0,195.0,7.56,82.0,2.0,Northeast,90.1,R,R
0,C,70.0,191.8,7.66,72.0,2.2,Midwest,93.1,R,L
1,C,69.0,190.0,7.07,79.0,1.9,Midwest,93.7,R,R
0,C,74.0,180.0,7.28,79.0,2.2,Midwest,98.2,R,R
0,C,72.0,200.0,7.87,70.0,2.2,South,92.4,R,R
0,C,74.0,195.0,7.37,79.0,1.9,South,91.9,R,R
0,C,73.0,190.0,7.25,73.0,2.1,Midwest,86.7,R,R
1,C,73.0,203.0,7.18,81.0,2.0,West,97.6,R,L
0,C,74.0,185.0,7.54,77.0,2.0,Northeast,89.0,R,R
0,C,74.0,175.0,7.03,73.0,2.1,Northeast,92.3,R,R
0,C,73.0,180.0,7.75,74.0,2.1,Northeast,89.3,R,R
0,C,70.0,165.0,7.25,76.0,2.2,West,90.2,R,R
0,C,65.0,139.0,7.92,68.0,2.3,Northeast,78.6,R,R
0,C,72.0,185.0,7.7,75.0,2.1,South,84.3,R,R
1,C,69.0,185.0,7.319770336151123,75.0,2.1,South,92.8,R,R
0,C,70.0,185.0,7.54,74.0,2.1,Midwest,88.0,R,R
0,C,72.0,180.0,7.64,73.0,2.1,South,81.9,R,R
0,C,71.0,200.0,7.8,74.0,2.0,Northeast,90.6,R,R
0,C,74.0,195.0,7.3,80.0,1.9,West,95.3,R,L
0,C,69.0,165.0,7.26,75.0,2.0,Northeast,91.7,R,R
0,C,71.0,180.0,7.14,78.0,2.0,Midwest,95.9,R,R
0,C,72.0,199.0,7.68,78.0,2.0,Midwest,97.0,R,R
0,C,67.0,155.0,7.3274827003479,68.0,2.0,South,89.1,R,R
0,C,73.0,176.2,7.73,82.0,2.0,Northeast,92.9,R,R
0,C,72.0,175.0,6.95,79.0,2.0,Northeast,95.7,R,R
0,C,66.0,131.0,7.64,69.0,2.3,South,81.0,R,S
0,C,74.0,170.0,7.34,74.0,2.0,South,87.3,L,R
1,C,73.0,200.0,7.03,79.0,2.0,South,99.5,R,R
0,C,72.0,195.0,7.01,78.0,2.1,South,98.2,R,R
1,C,67.0,160.0,7.47,73.0,1.9,South,94.7,R,R
0,C,69.0,155.0,8.1,69.0,2.4,Northeast,83.2,R,R
1,C,73.0,190.0,7.04,78.0,2.0,South,98.0,R,R
0,C,73.0,180.0,7.34,75.0,2.0,South,92.0,L,R
0,C,69.0,190.0,7.57,80.0,2.0,South,89.4,R,R
0,C,69.0,175.0,7.2,70.0,2.0,West,95.0,R,R
0,C,72.0,210.0,7.84,72.0,2.2,South,92.5,R,R
0,C,68.0,195.0,7.67,79.0,2.1,West,93.8,R,R
0,C,73.0,195.0,8.35,70.0,2.3,Midwest,80.0,R,R
0,C,73.0,207.0,6.98,80.0,2.0,Midwest,95.7,R,L
1,C,69.0,154.5,7.11,79.0,2.0,Northeast,94.3,R,R
0,C,69.0,190.0,7.41,76.0,2.2,Northeast,89.6,R,R
0,C,70.0,180.0,7.1,79.0,2.0,Midwest,95.9,R,R
0,C,72.0,195.0,7.44,76.0,2.1,Midwest,90.9,R,L
0,C,70.0,170.0,8.66,65.0,2.5,Northeast,78.2,R,R
0,C,73.0,205.0,7.51,73.0,2.0,Northeast,93.2,R,R
0,C,72.0,179.0,7.14,78.0,2.0,Northeast,91.2,R,R
0,C,65.0,115.0,7.42,63.0,2.4,Midwest,76.0,R,S
0,C,71.0,170.0,7.59,74.0,2.0,Northeast,85.7,R,R
0,C,70.0,185.0,7.53,77.0,2.0,South,87.8,R,R
0,C,67.0,160.0,7.88,74.0,2.0,Northeast,86.0,R,L
0,C,69.0,220.0,7.76,71.0,2.2,South,95.3,R,R
0,C,69.0,140.0,7.7,70.0,2.4,Northeast,82.7,R,S
1,C,70.0,180.0,7.6,68.0,2.2,Northeast,78.0,R,R
0,C,73.0,162.0,7.71,65.0,2.3,West,72.0,R,R
0,C,69.0,170.0,7.55,75.0,2.1,South,91.6,R,R
0,C,70.0,190.0,7.9,78.0,2.0,South,89.5,R,R
0,C,70.0,175.0,7.72,74.0,2.1,West,87.5,R,R
0,C,73.0,185.0,7.77,74.0,2.1,South,91.6,R,L
0,C,70.0,175.0,7.72,77.0,2.0,Midwest,92.2,R,R
0,C,69.0,180.0,7.28,76.0,2.0,Midwest,96.0,R,R
0,C,70.0,180.0,7.41,79.0,2.0,South,85.1,R,L
1,C,71.0,185.0,7.46,80.0,1.9,West,99.9,R,R
0,C,73.0,205.0,7.0361714363098145,69.0,2.2,South,89.8,R,R
1,C,70.0,173.0,7.25,75.0,2.1,Northeast,85.0,R,R
0,C,70.0,170.9,7.58,75.0,2.1,Northeast,92.6,R,R
0,C,73.0,280.0,7.88,68.0,2.2,South,87.0,R,L
0,C,73.0,180.0,7.78,65.0,2.3,Midwest,84.0,R,R
0,C,67.0,155.0,7.19,69.0,2.2,Northeast,78.8,R,S
0,C,71.0,185.0,7.88,73.0,2.1,Midwest,91.2,R,R
1,C,72.0,194.0,7.26,80.0,2.0,West,101.9,R,R
0,C,71.0,185.0,7.21,76.0,1.8,West,92.0,R,R
1,C,70.0,180.0,6.79,80.0,2.0,Midwest,94.6,R,R
0,C,74.0,175.0,7.99,71.0,2.1,Midwest,86.4,R,L
0,C,72.0,170.0,7.05,79.0,2.0,Midwest,91.4,L,R
0,C,67.0,125.0,7.61,65.0,2.2,Northeast,75.0,R,S
1,C,72.0,195.0,7.6,80.0,2.0,South,88.0,R,R
0,C,69.0,164.0,7.45,79.0,1.9,Midwest,94.4,R,R
0,C,75.0,230.0,7.4,72.0,2.2,Midwest,101.0,R,R
0,C,70.0,185.0,8.06,78.0,2.0,Midwest,92.7,R,R
1,C,72.0,209.2,7.0,86.0,1.9,Midwest,97.6,R,R
0,C,72.0,190.0,7.77,81.0,2.1,South,93.8,R,R
0,C,73.0,205.0,6.98,80.0,1.9,Midwest,100.4,R,R
0,C,69.0,190.0,6.84,76.0,2.0,Midwest,96.2,R,R
0,C,71.0,220.0,7.41,74.0,2.1,Midwest,92.3,R,R
0,C,69.0,169.1,7.05,81.0,2.0,South,92.0,R,R
1,C,74.0,205.0,7.03,79.0,2.0,West,99.7,R,R
1,C,75.0,200.0,6.76,79.0,2.0,Midwest,95.7,R,R
1,C,74.0,180.0,7.1,77.0,2.0,South,87.0,R,R
0,C,72.0,195.0,7.21,80.0,2.0,Midwest,95.2,R,R
0,C,73.0,200.0,7.03,78.0,2.0,South,95.0,R,R
1,C,71.0,180.0,8.1,68.0,2.3,Northeast,80.8,R,R
0,C,75.0,195.0,7.59,77.0,2.2,West,94.1,R,R
0,C,72.0,195.0,6.88,79.0,2.1,Midwest,95.4,R,R
1,C,73.0,190.0,7.18,74.0,2.0,Northeast,79.0,R,L
0,C,76.0,220.0,7.65,76.0,2.2,Midwest,95.1,R,R
0,C,68.0,145.0,7.62,77.0,2.2,Midwest,81.6,R,R
1,C,73.0,210.0,6.96,74.0,2.1,Midwest,92.7,R,R
0,C,71.0,170.0,7.12,70.0,2.4,Midwest,89.0,R,R
0,C,72.0,205.0,7.54,80.0,2.0,Northeast,91.7,R,L
1,C,72.0,160.0,7.0,75.0,2.1,West,90.0,R,R
0,C,74.0,165.0,7.37,75.0,2.1,Midwest,95.1,R,R
0,C,70.0,170.0,7.52,71.0,2.3,Midwest,80.8,R,R
0,C,71.0,180.0,7.06,77.0,2.0,South,86.6,R,L
0,C,70.0,180.0,6.71,73.0,2.1,Midwest,93.1,R,R
1,C,71.0,175.0,6.68,81.0,1.9,Midwest,101.5,R,R
0,C,65.0,190.0,7.0,75.0,2.2,Midwest,73.0,R,R
0,C,67.0,170.0,7.66,73.0,2.1,Midwest,84.6,R,R
0,C,66.0,150.0,7.69,73.0,2.1,Northeast,86.3,R,R
1,C,69.0,160.0,7.66,73.0,2.2,Northeast,88.2,R,R
1,C,73.0,205.0,7.36,77.0,1.9,South,93.5,R,L
0,C,72.0,165.0,7.08,68.0,2.1,West,91.6,R,S
0,C,70.0,195.0,7.1,73.0,2.1,Midwest,90.6,R,R
0,C,71.0,215.0,7.7,78.0,1.9,Northeast,90.4,R,L
0,C,71.0,165.0,7.17,78.0,2.0,West,91.7,R,R
0,C,75.0,210.0,7.355743885040283,69.0,2.4,Midwest,81.0,R,L
0,C,71.0,175.0,7.44,71.0,2.0,Midwest,90.5,R,L
0,C,73.0,195.0,7.26,77.0,1.9,Midwest,96.4,R,R
1,C,72.0,175.0,7.18,80.0,1.9,South,90.0,R,S
0,C,73.0,230.0,7.26,82.0,2.0,Midwest,102.9,R,R
0,C,73.0,190.0,7.22,75.0,2.2,Midwest,89.8,R,R
0,C,68.0,178.0,8.06,68.0,2.3,Midwest,82.4,R,R
1,C,72.0,200.0,7.22,77.0,1.9,West,92.4,R,R
1,C,70.0,175.0,7.07,80.0,2.0,Midwest,87.5,R,R
0,C,72.0,185.0,7.17,73.0,2.1,South,87.9,R,R
0,C,60.0,175.0,7.84,67.0,2.2,Northeast,85.0,R,R
1,C,71.0,168.0,7.11,76.0,2.1,South,93.0,R,R
0,C,70.0,160.0,7.25,71.0,2.2,South,89.1,R,L
0,C,72.0,175.0,6.94,76.0,2.0,Midwest,90.6,R,R
0,C,72.0,230.0,8.16,75.0,2.1,South,92.4,R,R
0,C,73.0,180.0,6.76,81.0,1.9,Midwest,100.1,R,R
0,C,72.0,200.0,7.43,78.0,1.9,Midwest,94.9,L,R
1,C,74.0,210.0,6.88,85.0,1.8,Midwest,99.1,R,R
0,C,68.0,165.0,7.49,64.0,2.4,Midwest,82.4,R,R
1,C,76.0,215.0,7.04,79.0,2.0,Midwest,104.8,R,R
1,C,73.0,201.0,7.06,85.0,1.8,South,96.7,R,R
0,C,69.0,160.0,7.27,69.0,2.2,Northeast,90.0,R,R
0,C,70.0,145.0,7.32,71.0,2.1,Midwest,78.0,R,R
0,C,72.0,195.0,7.56,76.0,2.0,South,94.0,R,R
1,C,75.0,211.6,6.9,88.0,1.9,South,105.6,R,R
0,C,70.0,175.0,7.11,78.0,2.1,South,89.0,R,R
0,C,70.0,252.6,8.64,72.0,2.1,South,84.4,R,R
0,C,69.0,185.0,6.97,74.0,2.0,Midwest,91.8,R,R
1,C,71.0,230.2,7.21,76.0,2.1,South,105.8,R,L
0,C,72.0,190.0,6.93,76.0,1.9,Midwest,99.5,R,R
0,C,73.0,235.0,7.5,77.0,2.0,Northeast,99.7,R,R
1,C,73.0,192.0,7.5,77.0,1.9,South,92.0,R,R
0,C,65.0,160.0,6.96,75.0,2.2,Midwest,87.0,R,R
0,C,70.0,205.0,7.39,76.0,2.0,South,94.1,R,R
0,C,70.0,160.0,7.134827136993408,68.0,2.3,Midwest,88.8,R,R
0,C,69.0,155.0,7.2,72.0,2.0,Northeast,84.5,R,R
0,C,71.0,209.4,7.26,80.0,2.0,Northeast,93.9,R,R
0,C,74.0,220.0,7.15,76.0,2.0,Northeast,100.3,R,R
0,C,70.0,185.0,7.48,76.0,2.0,South,90.6,R,L
0,C,72.0,215.0,7.26,74.0,1.9,Northeast,95.9,R,R
0,C,70.0,175.0,6.93,79.0,2.1,West,94.7,R,R
0,C,74.0,200.0,7.69,74.0,2.1,Northeast,92.4,R,R
0,C,74.0,190.0,7.09,81.0,1.9,West,103.7,R,R
0,C,74.0,190.0,7.27,77.0,2.1,Midwest,100.0,R,R
0,C,71.0,181.0,7.43,70.0,2.1,Midwest,89.2,R,R
0,C,71.0,190.0,7.82,77.0,2.1,South,96.5,R,R
0,C,70.0,165.0,7.75,72.0,2.0,South,89.9,R,R
1,C,73.0,205.0,7.25,82.0,2.0,Northeast,96.3,R,R
0,C,74.0,210.0,6.94,75.0,2.1,South,95.2,R,R
1,C,72.0,190.0,7.1750359535217285,74.0,2.0,West,95.1,R,R
0,C,72.0,190.0,7.44,81.0,1.9,Northeast,91.6,R,R
0,C,73.0,176.0,7.13,78.0,2.0,Midwest,92.6,R,R
0,C,72.0,160.0,7.0,78.0,2.0,Midwest,84.0,R,R
1,C,70.0,193.0,7.12,77.0,2.0,South,94.4,R,S
0,C,74.0,215.0,7.31,74.0,2.0,Midwest,95.7,R,R
0,C,70.0,180.0,7.63,70.0,2.4,Midwest,88.4,R,R
1,C,71.0,185.0,7.42,74.0,2.2,South,94.0,R,R
0,C,70.0,220.0,8.34,64.0,2.6,Northeast,86.0,R,R
0,C,70.0,195.0,7.93,69.0,2.1,Northeast,94.0,R,R
1,C,75.0,200.0,7.54,81.0,1.9,West,98.3,R,L
1,C,72.0,188.0,7.1,76.0,2.0,Midwest,96.8,R,R
1,C,72.0,175.5,6.84,84.0,1.9,South,96.4,R,R
0,C,73.0,170.0,7.1,79.0,1.9,South,93.4,R,R
0,C,71.0,190.0,7.28,78.0,2.0,Midwest,90.3,R,R
1,C,70.0,180.0,7.31,83.0,1.9,West,96.4,R,R
1,C,70.0,190.0,7.19,76.0,2.0,Midwest,96.4,R,R
0,C,75.0,200.0,7.24,81.0,2.0,South,96.7,R,R
0,C,70.0,180.0,7.82,78.0,2.1,West,90.5,R,R
0,C,71.0,161.0,7.45,70.0,2.3,South,86.2,R,R
0,C,77.0,212.0,7.08,76.0,2.1,Midwest,93.0,R,R
0,C,74.0,185.0,8.1,70.0,2.2,Midwest,82.6,R,R
0,C,70.0,185.0,7.71,76.0,2.0,West,91.3,R,R
0,C,70.0,185.0,6.93,78.0,2.1,Northeast,97.9,R,R
0,C,73.0,193.0,7.696880340576172,71.0,2.1,South,86.4,R,R
1,C,75.0,205.5,7.26,79.0,2.0,South,95.2,R,R
1,C,75.0,195.0,6.55,80.0,1.9,Midwest,100.6,R,L
0,C,71.0,185.0,7.72,77.0,2.1,South,82.3,R,R
0,C,76.0,200.0,8.35,71.0,2.4,Midwest,81.0,R,R
0,C,74.0,225.0,7.67,70.0,2.3,South,80.0,R,R
1,C,75.0,225.0,8.36,62.0,2.4,Northeast,88.3,R,R
0,C,72.0,175.0,7.25,73.0,2.2,Northeast,84.0,R,L
1,C,74.0,195.0,7.08,77.0,1.9,South,92.0,R,R
0,C,72.0,194.0,7.37,76.0,2.0,Midwest,92.7,R,R
0,C,70.0,185.0,8.19,70.0,2.1,South,82.0,R,R
0,C,69.0,176.0,7.05,75.0,2.2,Midwest,87.0,R,R
0,C,72.0,195.0,7.387235164642334,63.0,2.2,Northeast,81.3,R,R
1,C,74.0,205.0,7.3,81.0,1.9,West,94.2,R,R
1,C,73.0,177.0,7.22,79.0,2.1,West,95.4,R,S
1,C,73.0,162.0,6.81,86.0,1.9,West,97.5,R,R
1,C,74.0,195.0,7.87,75.0,2.1,South,94.1,R,R
0,C,72.0,190.0,7.65,75.0,2.1,West,95.0,R,R
