p4_or_not,primary_position,height,weight,sixty_time,of_velo,player_region,exit_velo_max,throwing_hand,hitting_handedness
0,OF,69.0,170.0,6.93,86.0,Northeast,88.1,L,L
1,OF,73.0,175.0,7.06,89.0,Midwest,92.7,R,L
0,OF,75.0,185.0,6.35,89.0,South,94.0,R,R
0,OF,68.0,180.0,7.434009552001953,,South,93.26306915283205,R,R
0,OF,69.0,180.0,6.62,92.0,West,91.0,R,R
1,OF,73.0,195.0,6.98,91.0,Midwest,101.1,L,L
1,OF,73.0,200.0,7.360401630401611,,South,81.63517761230469,R,L
0,OF,75.0,195.0,7.124518871307373,,South,90.29080963134766,R,R
0,OF,71.0,160.0,7.2371826171875,79.0,West,85.5,L,L
1,OF,78.0,205.3,6.43,85.0,Northeast,106.6,L,L
1,OF,72.0,190.0,6.84,79.0,South,89.0,R,L
0,OF,73.0,195.0,6.69,82.0,Northeast,98.0,L,L
1,OF,73.0,195.0,7.11,82.0,West,89.9,L,L
0,OF,73.0,200.0,6.44,91.0,Midwest,91.0,R,S
0,OF,75.0,205.0,6.69,95.0,Northeast,107.4,R,R
1,OF,74.0,220.0,6.77,98.0,Midwest,99.1,R,R
1,OF,73.0,180.0,6.44,95.0,Midwest,95.0,R,L
1,OF,73.0,165.0,6.94,82.0,South,91.8,R,L
0,OF,70.0,150.0,6.38,91.0,South,95.6,R,R
0,OF,72.0,205.0,7.03,92.0,Midwest,101.5,R,R
0,OF,69.0,165.0,7.22,,South,92.6,R,L
0,OF,74.0,195.0,7.055477142333984,,South,94.5379867553711,R,R
1,OF,72.0,200.0,6.92,95.0,South,100.9,R,L
0,OF,75.0,200.0,6.832706928253174,,West,89.46930694580078,R,L
0,OF,68.0,160.0,6.51,89.0,South,90.7,R,R
1,OF,72.0,195.0,7.11,81.0,Northeast,85.0,R,R
1,OF,72.0,195.0,6.41,90.0,Midwest,100.1,R,R
0,OF,75.0,190.0,7.2,87.0,South,93.0,R,R
0,OF,72.0,178.0,7.04,86.0,South,89.7,R,R
0,OF,72.0,190.0,6.49,92.0,Northeast,100.6,R,R
1,OF,72.0,185.0,6.55,91.0,South,93.0,L,L
0,OF,68.0,165.0,6.92,75.0,Midwest,92.0,L,L
1,OF,71.0,170.0,6.96,86.0,West,93.8,L,L
1,OF,72.0,200.0,6.77,96.0,South,98.1,R,R
0,OF,77.0,192.0,6.96,89.0,Northeast,96.1,R,R
0,OF,72.0,180.0,7.09,85.0,South,101.8,R,R
0,OF,74.0,163.0,6.41,88.0,West,92.0,L,L
1,OF,70.0,155.0,6.956361293792725,,South,100.34190368652344,R,R
0,OF,75.0,180.0,7.06,84.0,South,91.5,R,R
0,OF,68.0,155.0,7.049875736236572,,West,95.26062774658205,R,R
0,OF,72.0,185.0,6.46,92.0,Midwest,89.4,R,R
0,OF,70.0,160.0,7.204094886779785,77.0,South,82.0,L,L
0,OF,72.0,195.0,6.53,85.0,South,95.4,R,R
0,OF,69.0,170.0,7.57,,West,94.89856719970705,L,L
1,OF,72.0,170.0,7.270258903503418,,South,98.18797302246094,R,L
1,OF,75.0,174.2,6.71,89.0,Midwest,99.2,L,L
0,OF,74.0,190.0,6.891016006469727,,South,94.7313232421875,R,R
1,OF,70.0,155.0,7.02,,Midwest,92.1,R,L
0,OF,74.0,185.0,7.278347492218018,,South,90.0,R,R
0,OF,69.0,165.0,6.71,92.0,Midwest,95.3,R,R
0,OF,75.0,185.0,6.63,91.0,Midwest,100.4,R,R
0,OF,73.0,165.0,6.98,,South,98.2,R,R
0,OF,69.0,185.0,7.705643177032471,,South,86.91522979736328,L,L
0,OF,74.0,180.0,6.34,88.0,Northeast,90.3,R,R
0,OF,74.0,188.0,6.46,86.0,South,103.0,R,R
0,OF,70.0,170.0,7.04,81.0,South,96.0,R,R
0,OF,70.0,180.0,6.8,84.0,Northeast,88.9,R,L
0,OF,72.0,195.0,6.95,90.0,South,102.3,L,L
0,OF,74.0,195.0,6.72,85.0,South,97.2,L,L
0,OF,74.0,185.0,7.01,82.0,South,97.0,R,R
0,OF,72.0,185.0,7.17,82.0,South,97.6,R,L
0,OF,73.0,185.0,6.85,88.0,Midwest,93.0,R,R
1,OF,71.0,167.0,6.8,91.0,South,96.2,R,R
0,OF,76.0,205.0,7.02,88.0,South,97.0,L,L
0,OF,69.0,160.0,6.54,86.0,Midwest,93.1,R,R
0,OF,72.0,175.0,6.63,83.0,Northeast,90.1,R,L
1,OF,77.0,220.0,6.72,86.0,Midwest,90.7,R,L
0,OF,67.0,144.2,6.69,92.0,West,88.8,R,L
1,OF,74.0,182.8,6.54,84.0,Northeast,96.4,R,L
1,OF,73.0,180.0,6.9,95.0,South,94.1,L,R
0,OF,72.0,170.0,7.07,80.0,South,90.7,L,L
0,OF,75.0,180.0,6.58,79.0,Midwest,94.9,R,R
0,OF,75.0,195.0,7.0,85.0,Northeast,103.4,R,R
0,OF,73.0,195.0,6.97,90.0,Midwest,96.4,R,R
1,OF,75.0,185.0,7.046199321746826,,South,87.47203826904297,L,L
0,OF,72.0,215.0,7.836711406707764,,West,90.97467803955078,R,R
0,OF,71.0,175.0,7.236067295074463,83.0,West,85.35481262207031,L,L
1,OF,72.0,155.0,6.49,80.0,South,78.0,L,L
0,OF,76.0,205.0,7.31020975112915,,South,85.87649536132812,R,R
0,OF,71.0,185.0,6.74,96.0,Midwest,98.7,R,R
0,OF,69.0,150.0,6.7,90.0,South,91.5,L,L
0,OF,70.0,180.0,6.92,87.0,West,100.9,R,R
0,OF,70.0,145.0,7.477577209472656,,South,89.0654296875,R,R
0,OF,72.0,190.0,6.66,82.0,Northeast,103.0,R,L
0,OF,74.0,170.0,7.25,79.0,South,88.4,L,L
0,OF,70.0,180.0,6.66,92.0,Northeast,96.6,R,R
0,OF,71.0,165.0,7.3182196617126465,,Northeast,89.76580047607422,L,L
0,OF,75.0,215.0,6.7,80.0,West,99.8,R,R
0,OF,70.0,183.0,7.130067348480225,,South,92.29682159423828,R,L
0,OF,69.0,170.0,7.19,85.0,Midwest,88.0,R,R
1,OF,73.0,190.0,7.23,84.0,West,90.6,L,L
0,OF,71.0,185.0,6.6,89.0,Midwest,95.0,L,L
1,OF,73.0,165.0,6.86,90.0,West,92.1,R,R
0,OF,75.0,190.0,7.09,86.0,South,98.9,R,R
1,OF,73.0,188.0,6.8,83.0,Northeast,103.3,R,R
0,OF,74.0,210.0,6.93,91.0,South,101.8,R,R
1,OF,73.0,205.0,7.47,,West,91.0,R,L
0,OF,70.0,170.0,6.96,76.0,Northeast,88.9,R,L
1,OF,72.0,190.0,6.97,88.0,South,99.5,R,L
1,OF,73.0,210.0,7.004022598266602,91.0,South,102.3,L,L
0,OF,73.0,185.0,7.179245948791504,,West,83.58686828613281,L,L
0,OF,73.0,185.0,7.264627933502197,,South,92.76690673828124,R,R
0,OF,69.0,150.0,7.242483139038086,,South,95.77289581298828,R,R
0,OF,70.0,150.0,7.22,84.0,West,87.0,R,R
1,OF,73.0,200.0,7.210440158843994,89.0,South,101.3,L,L
1,OF,72.0,185.0,6.96,78.0,West,93.3,L,L
0,OF,70.0,175.0,6.955968856811523,,Northeast,94.16004943847656,L,L
0,OF,73.0,192.0,6.9,93.0,Northeast,96.3,R,R
1,OF,76.0,215.0,6.66,94.0,Midwest,104.4,R,L
1,OF,69.0,180.0,7.05,87.0,Northeast,86.0,R,R
1,OF,71.0,150.0,7.19,77.0,West,87.4,L,L
0,OF,73.0,190.0,6.83,88.0,Midwest,96.4,L,R
1,OF,74.0,200.0,6.68,89.0,Midwest,98.4,L,L
1,OF,73.0,185.0,7.076629638671875,,South,97.1083526611328,L,L
1,OF,74.0,199.0,6.87,97.0,South,103.5,R,L
1,OF,74.0,170.9,6.72,89.0,West,90.8,R,R
0,OF,74.0,180.0,7.448961734771728,,West,87.7439193725586,R,R
1,OF,70.0,165.0,6.85,78.0,Midwest,90.0,L,L
1,OF,74.0,175.0,7.564875602722168,,South,92.0445785522461,R,R
0,OF,73.0,180.0,6.97,82.0,South,80.0,L,L
0,OF,70.0,190.0,6.62,81.0,Midwest,101.1,R,R
0,OF,73.0,180.0,6.77,80.0,Midwest,93.3,R,R
1,OF,74.0,169.5,6.75,92.0,Midwest,98.3,L,L
0,OF,76.0,190.0,6.82,89.0,South,99.8,R,R
0,OF,70.0,160.0,6.94,84.0,South,91.2,L,R
0,OF,72.0,190.7,6.92,85.0,Midwest,97.4,R,L
0,OF,74.0,175.0,6.66,85.0,South,91.0,R,R
0,OF,73.0,185.0,7.06,83.0,South,91.79837799072266,R,R
0,OF,74.0,185.0,6.53,78.0,South,94.2,R,L
0,OF,72.0,185.0,7.551891326904297,,West,89.1288833618164,R,R
0,OF,71.0,180.0,6.24,90.0,West,98.1,R,L
0,OF,75.0,178.0,7.510629653930664,73.0,South,88.4,R,L
0,OF,70.0,162.0,6.48,88.0,Midwest,94.0,L,L
0,OF,72.0,200.0,6.85,90.0,South,100.0,R,R
1,OF,70.0,185.0,7.17,87.0,Northeast,87.7,L,L
0,OF,75.0,170.0,7.22,77.0,West,77.0,R,R
0,OF,72.0,178.0,7.13,88.0,South,99.4,R,R
0,OF,72.0,185.0,6.69,93.0,Midwest,94.6,R,R
0,OF,77.0,210.0,6.96,95.0,Northeast,93.7,R,R
0,OF,72.0,180.0,6.77,86.0,South,91.5,R,R
0,OF,73.0,155.0,7.62,,South,81.0,R,R
1,OF,73.0,190.0,7.245264530181885,,West,100.0,R,R
1,OF,72.0,172.8,6.73,93.0,West,104.1,R,R
0,OF,71.0,170.0,6.75,,West,93.6438446044922,R,L
0,OF,67.0,185.0,6.96,90.0,Midwest,95.5,L,L
0,OF,75.0,195.0,6.56,84.0,Northeast,97.0,L,L
0,OF,71.0,160.0,6.59,85.0,West,94.8,R,L
0,OF,75.0,187.6,6.84,90.0,West,102.9,R,R
0,OF,73.0,160.0,7.0,77.0,Midwest,82.1,L,L
0,OF,72.0,155.0,6.96,81.0,Midwest,78.0,L,L
0,OF,76.0,200.0,7.24,83.0,South,97.6,R,R
1,OF,75.0,177.0,6.71,93.0,South,94.2,L,L
0,OF,72.0,185.0,6.84,87.0,South,92.0,R,R
0,OF,73.0,185.0,7.470116138458252,,Northeast,87.1701889038086,R,R
0,OF,74.0,190.0,6.64,78.0,South,96.0,R,R
0,OF,69.0,140.0,7.154696464538574,,Northeast,86.43205261230469,R,R
1,OF,70.0,195.0,6.85,91.0,West,97.8,L,S
0,OF,73.0,191.6,6.61,88.0,South,100.8,L,L
1,OF,73.0,195.0,7.17,91.0,South,92.4,R,R
1,OF,76.0,195.0,7.125534534454346,,South,92.54557800292967,R,R
0,OF,75.0,185.0,7.2,74.0,South,79.9,L,R
0,OF,71.0,180.0,7.478331089019775,,West,91.1291732788086,R,R
0,OF,72.0,170.0,7.24,83.0,South,95.2,L,L
0,OF,71.0,165.0,6.62,86.0,South,96.0,R,R
0,OF,74.0,180.0,7.09,90.0,Northeast,82.0,R,R
0,OF,72.0,195.0,7.72,80.0,Midwest,106.2,R,L
0,OF,70.0,165.0,6.66,86.0,Northeast,88.7,R,R
1,OF,69.0,150.0,7.07,83.0,West,93.9,L,L
0,OF,72.0,180.0,6.99,92.0,South,96.8,R,R
0,OF,69.0,165.0,7.07,91.0,South,91.9,L,L
0,OF,70.0,180.0,6.74,87.0,Northeast,96.1,R,R
0,OF,75.0,180.0,7.5118584632873535,,West,87.92919158935547,R,R
0,OF,75.0,195.0,7.17,82.0,South,87.7,R,R
0,OF,71.0,195.0,7.47,78.0,South,79.0,R,R
1,OF,73.0,176.0,8.017889022827148,,West,87.10194396972656,L,S
1,OF,73.0,185.0,6.67,91.0,South,98.4,L,R
0,OF,70.0,180.0,7.33,87.0,South,92.1,L,L
0,OF,71.0,175.0,7.310627460479736,,West,94.49658203125,R,L
1,OF,69.0,160.0,7.3,78.0,Northeast,83.0,L,L
0,OF,70.0,195.0,7.209636211395264,,Northeast,93.19377899169922,L,L
0,OF,75.0,175.0,6.76,83.0,West,91.6,R,R
0,OF,69.0,185.0,6.98,88.0,South,95.8,R,R
0,OF,72.0,190.0,6.59,96.0,South,97.1,R,R
0,OF,71.0,160.0,6.86,79.0,West,85.0,R,R
0,OF,74.0,170.0,6.97,89.0,Northeast,100.2,R,L
0,OF,73.0,185.0,7.491062164306641,,West,83.05769348144531,R,R
1,OF,78.0,223.0,6.58,89.0,Midwest,101.2,R,R
0,OF,70.0,170.0,7.04,82.0,West,87.4,R,R
0,OF,72.0,198.6,6.7,86.0,South,100.0,R,R
0,OF,70.0,192.0,6.9,83.0,Midwest,91.0,R,L
1,OF,72.0,170.0,7.416747570037842,94.0,South,95.6,R,R
0,OF,71.0,180.0,6.69,80.0,Northeast,91.3,R,R
0,OF,73.0,200.0,7.13,87.0,Northeast,100.1,L,S
0,OF,73.0,185.0,7.28,83.0,West,92.1,L,L
0,OF,74.0,175.0,6.47,96.0,Northeast,99.7,R,R
0,OF,72.0,185.0,6.843204975128174,,South,93.8547134399414,R,R
0,OF,75.0,195.0,7.01,87.0,South,94.1,R,R
1,OF,73.0,180.0,6.970463752746582,,South,91.9748992919922,R,R
0,OF,71.0,180.0,7.0890398025512695,,South,92.30677795410156,L,S
0,OF,68.0,155.0,6.73,84.0,West,93.9,L,L
1,OF,72.0,180.0,7.08,85.0,South,92.0,R,R
0,OF,75.0,217.0,6.98,94.0,South,95.1,R,R
0,OF,71.0,185.0,7.29,75.0,Northeast,92.4,R,R
0,OF,74.0,190.0,7.33,88.0,South,97.9,R,R
1,OF,72.0,175.0,6.68,86.0,Northeast,93.8,L,L
0,OF,70.0,170.0,6.66,81.0,South,97.4,R,L
0,OF,72.0,154.0,7.32,82.0,South,85.1,L,L
0,OF,83.0,233.0,6.64,90.0,Northeast,104.8,R,R
1,OF,75.0,200.0,6.99,85.0,South,83.0,R,S
0,OF,74.0,160.0,6.77,71.0,West,92.5,R,R
0,OF,74.0,190.0,6.68,85.0,South,92.6,R,R
0,OF,71.0,180.0,6.962314605712891,,South,95.03473663330078,R,R
1,OF,69.0,160.0,7.2,84.0,Midwest,84.8,L,R
1,OF,69.0,180.0,6.59,86.0,Midwest,95.6,R,L
1,OF,73.0,207.0,6.97,98.0,South,109.3,R,R
0,OF,72.0,185.0,7.366747379302979,,South,88.94389343261719,L,L
0,OF,70.0,160.0,6.887002468109131,,South,91.51876068115234,L,L
0,OF,70.0,174.6,6.96,96.0,West,95.1,R,R
1,OF,75.0,208.0,6.8,92.0,South,99.5,L,L
1,OF,72.0,205.0,6.5,85.0,South,102.9,R,R
0,OF,69.0,105.0,7.256148338317871,,South,83.12297058105469,R,R
0,OF,72.0,195.0,7.122056007385254,,South,89.8326644897461,R,R
0,OF,74.0,215.0,6.9,90.0,Northeast,94.1,R,R
0,OF,69.0,170.0,6.87,82.0,South,94.4,L,L
1,OF,71.0,190.0,6.72,82.0,South,91.4,R,R
0,OF,70.0,171.3,6.84,95.0,South,95.5,R,R
0,OF,71.0,185.0,6.89,,West,91.6,R,R
1,OF,76.0,200.0,6.5,97.0,Northeast,93.13703155517578,R,R
1,OF,76.0,197.3,6.63,94.0,South,102.5,R,R
1,OF,75.0,205.0,6.9,99.0,South,101.5,R,S
0,OF,71.0,150.0,7.379467010498047,,South,92.20318603515624,R,L
1,OF,75.0,185.0,7.14,84.0,West,99.3,R,L
0,OF,71.0,155.0,6.74,85.0,Midwest,88.0,R,S
0,OF,66.0,160.0,7.21,88.0,Northeast,102.1,R,R
0,OF,75.0,185.0,6.86,88.0,South,99.3,R,R
0,OF,72.0,192.0,7.21,84.0,South,91.3,L,L
1,OF,73.0,170.0,6.52,83.0,Midwest,90.7,R,L
0,OF,70.0,175.0,6.59,87.0,South,93.2,R,R
0,OF,73.0,195.0,6.84,93.0,South,99.2,R,L
1,OF,70.0,170.0,7.000161170959473,,South,93.6547393798828,R,L
0,OF,71.0,180.0,7.37,82.0,West,85.0,R,L
0,OF,72.0,215.0,6.976472854614258,,West,85.29216766357422,R,L
0,OF,72.0,215.0,7.1474528312683105,,West,87.70804595947266,R,L
0,OF,70.0,170.0,6.61,85.0,Northeast,95.5,R,L
0,OF,74.0,180.0,7.51,81.0,South,86.0,R,R
1,OF,70.0,172.8,6.42,85.0,South,97.7,L,L
1,OF,75.0,204.0,7.403728008270264,,South,104.1,R,L
0,OF,75.0,195.0,6.92,92.0,Midwest,96.8,R,L
0,OF,70.0,165.0,6.78,79.0,West,86.0,L,L
0,OF,71.0,190.0,6.94,91.0,Northeast,92.0,R,R
0,OF,73.0,160.0,7.19855260848999,,West,93.84315490722656,L,L
1,OF,74.0,165.0,7.18,83.0,South,86.1,R,L
1,OF,73.0,190.0,6.6,88.0,West,95.0,R,R
0,OF,70.0,165.0,6.69,90.0,South,96.1,R,R
1,OF,72.0,180.0,6.84,92.0,South,101.4,R,L
1,OF,72.0,170.0,7.04,78.0,South,94.8,R,L
0,OF,73.0,205.0,7.01,79.0,West,91.0,R,R
0,OF,71.0,170.0,6.98,83.0,Midwest,86.8,L,L
1,OF,73.0,160.0,7.377768039703369,,West,96.2,R,L
0,OF,68.0,170.4,6.95,88.0,Northeast,95.6,L,L
0,OF,68.0,165.0,7.11,83.0,Northeast,83.0,L,L
0,OF,72.0,186.0,7.291648387908936,,South,95.7,L,L
1,OF,75.0,205.0,6.97,92.0,West,98.6,R,R
0,OF,72.0,210.0,6.81,85.0,Northeast,95.2,R,R
0,OF,69.0,170.0,6.73,89.0,West,94.9,R,L
0,OF,74.0,189.6,7.33,88.0,West,94.6,R,R
0,OF,71.0,155.0,7.11,86.0,South,95.1,R,L
0,OF,72.0,190.0,7.16,86.0,South,94.4,L,L
1,OF,72.0,183.0,6.68,94.0,West,101.0,R,R
0,OF,73.0,190.0,6.82,83.0,Northeast,93.6,L,L
0,OF,70.0,180.0,6.31,84.0,Midwest,102.5,R,R
0,OF,70.0,180.0,7.1,86.0,Midwest,99.1,R,R
1,OF,73.0,165.0,7.410491943359375,,South,90.52320098876952,R,R
1,OF,70.0,178.1,6.72,93.0,South,95.5,R,R
1,OF,66.0,134.0,7.02,80.0,Midwest,70.0,R,R
0,OF,74.0,200.0,6.949568271636963,86.0,Northeast,97.1,R,R
0,OF,72.0,175.0,6.54,83.0,Northeast,101.3,R,R
0,OF,72.0,172.6,6.99,93.0,Northeast,95.1,R,L
1,OF,70.0,170.0,6.8,82.0,South,83.0,L,L
1,OF,73.0,195.0,7.0,88.0,South,92.0,R,R
0,OF,76.0,215.0,7.502090454101563,90.0,Midwest,94.4,R,R
1,OF,72.0,180.0,7.378110885620117,,West,88.1134262084961,R,L
0,OF,70.0,193.3,6.95,84.0,Northeast,95.9,R,R
0,OF,72.0,205.0,7.03,89.0,South,98.4,L,R
0,OF,71.0,165.0,7.1601080894470215,,West,88.70646667480469,R,R
0,OF,74.0,182.0,6.98,87.0,South,90.6,R,R
1,OF,71.0,175.0,6.97,83.0,West,100.3,R,S
0,OF,69.0,170.0,6.62,86.0,Northeast,89.2,R,R
0,OF,70.0,175.0,7.45,85.0,Midwest,94.9,R,L
1,OF,72.0,215.0,7.375509262084961,,Midwest,84.80509948730469,R,R
1,OF,71.0,182.0,6.45,85.0,South,101.0,R,R
0,OF,71.0,180.0,7.049169540405273,,South,88.27362823486328,L,L
0,OF,72.0,170.0,6.74,88.0,Midwest,91.3,R,R
0,OF,72.0,185.0,6.76,89.0,South,99.8,R,R
0,OF,69.0,165.0,6.953336715698242,,South,96.65087127685548,L,L
1,OF,70.0,170.0,6.91,,South,95.8,L,L
0,OF,71.0,181.0,6.92,87.0,Midwest,99.1,R,L
0,OF,71.0,190.0,6.96,88.0,Northeast,98.7,R,R
1,OF,70.0,185.0,6.91,84.0,South,97.4,R,L
0,OF,70.0,175.0,6.88,91.0,West,101.3,L,L
1,OF,75.0,215.0,6.58,91.0,West,104.0,L,L
1,OF,75.0,215.0,6.58,91.0,West,104.0,L,L
0,OF,72.0,188.0,6.87,87.0,Midwest,97.8,R,R
0,OF,71.0,169.5,6.62,93.0,South,99.5,R,R
0,OF,73.0,214.0,6.96,85.0,South,93.9,R,L
0,OF,73.0,160.0,6.82,86.0,Midwest,95.7,L,R
0,OF,72.0,180.0,6.68,,Midwest,98.1,R,R
0,OF,72.0,170.0,7.4301557540893555,,South,89.85426330566406,R,R
0,OF,72.0,198.0,6.9,96.0,South,104.2,R,R
0,OF,74.0,195.0,6.84,88.0,South,96.1,L,L
0,OF,71.0,175.0,7.489310264587402,,West,81.92498779296875,L,L
0,OF,70.0,160.0,6.92,84.0,South,91.2,R,R
0,OF,71.0,178.0,7.1,84.0,West,90.3,R,S
0,OF,73.0,185.0,7.03,83.0,Northeast,86.0,R,R
1,OF,71.0,182.0,7.270121574401856,,South,82.99951171875,R,R
0,OF,68.0,145.0,7.32,72.0,Northeast,74.2,R,R
0,OF,75.0,190.0,7.02,83.0,South,96.1,R,R
1,OF,75.0,205.0,6.27,79.0,Midwest,95.7,R,R
1,OF,70.0,188.0,6.38,97.0,Midwest,101.9,L,L
0,OF,70.0,165.0,6.8,84.0,Northeast,94.0,R,R
1,OF,74.0,195.0,7.176321029663086,,West,88.44877624511719,R,R
0,OF,75.0,195.0,7.054488182067871,,South,94.04550170898438,L,L
1,OF,68.0,168.0,6.48,95.0,Midwest,94.2,R,R
0,OF,70.0,165.0,6.61,90.0,South,91.9,R,R
0,OF,71.0,185.0,6.8,83.0,Midwest,88.0,L,L
0,OF,69.0,170.0,7.2,83.0,Northeast,89.3,L,S
1,OF,73.0,185.0,6.81,91.0,South,93.3,R,R
1,OF,70.0,173.9,6.87,87.0,South,102.9,R,L
0,OF,74.0,180.0,7.25,85.0,South,92.5,L,L
1,OF,73.0,173.0,6.93,91.0,South,85.8,L,L
1,OF,72.0,185.0,6.94,92.0,Midwest,92.6,R,R
0,OF,71.0,185.0,6.99,77.0,Northeast,90.0,R,R
1,OF,74.0,210.0,7.489234924316406,,South,92.34066009521484,R,R
1,OF,74.0,210.0,7.045295715332031,,South,94.48706817626952,R,R
0,OF,76.0,215.0,7.26,90.0,Northeast,98.35907745361328,R,R
0,OF,74.0,185.0,7.58,79.0,Midwest,90.3,R,R
0,OF,68.0,160.0,7.846431732177734,,West,80.45169067382812,R,S
0,OF,70.0,170.0,7.46,78.0,Northeast,92.3,R,R
0,OF,72.0,175.0,6.82,89.0,South,97.0,L,L
0,OF,73.0,192.0,7.324230670928955,,South,92.4,R,R
0,OF,74.0,215.0,7.07,90.0,South,95.8,R,R
0,OF,74.0,185.0,7.38,86.0,South,92.0,L,L
0,OF,71.0,160.0,6.91,87.0,Midwest,84.8,R,L
0,OF,70.0,150.0,7.1,83.0,Northeast,93.0,L,S
0,OF,72.0,175.0,7.342167854309082,,South,98.6,L,R
0,OF,75.0,180.0,6.82,85.0,South,97.4,R,R
1,OF,71.0,160.0,6.68,82.0,West,90.3,L,L
1,OF,76.0,220.0,6.96,89.0,Midwest,97.6,R,R
1,OF,77.0,204.6,6.88,87.0,West,102.8,R,L
0,OF,70.0,155.0,7.03,74.0,West,83.0,R,R
0,OF,72.0,168.0,7.35,73.0,South,90.0,L,L
0,OF,73.0,165.0,7.231294631958008,,Midwest,95.93218994140624,L,L
0,OF,72.0,175.0,6.94,89.0,West,94.99342346191406,R,R
0,OF,73.0,190.0,6.68,83.0,Northeast,95.3,L,L
1,OF,72.0,180.0,6.17,87.0,West,98.2,R,L
1,OF,70.0,170.0,7.76,65.0,Midwest,82.7,L,L
0,OF,73.0,195.0,6.76,82.0,South,97.8,R,R
1,OF,69.0,160.0,7.960779666900635,,West,89.05045318603516,L,L
0,OF,70.0,175.0,6.9,81.0,South,95.0,R,R
0,OF,79.0,230.0,7.198714733123779,,West,97.32817840576172,R,R
0,OF,70.0,175.0,7.064464569091797,,South,95.3,L,L
1,OF,74.0,220.0,6.85,82.0,Midwest,94.1,R,L
0,OF,71.0,190.0,6.82,91.0,Midwest,96.3,L,L
0,OF,75.0,200.0,6.55,92.0,South,103.9,R,R
0,OF,71.0,165.0,6.69,87.0,Midwest,91.6,R,R
0,OF,71.0,175.0,6.53,90.0,Northeast,100.5,R,R
0,OF,73.0,155.0,9.17,64.0,Northeast,85.9,L,L
0,OF,70.0,170.0,6.39,86.0,West,101.0,L,L
0,OF,70.0,175.0,8.17,72.0,Northeast,85.3,L,L
0,OF,69.0,191.8,6.95,79.0,Northeast,95.4,R,R
1,OF,71.0,200.0,7.35,85.0,West,99.8,R,R
0,OF,72.0,165.0,6.75,84.0,Midwest,90.2,L,L
0,OF,73.0,185.0,7.014308929443359,83.0,South,90.0,R,R
0,OF,77.0,220.0,8.21,,South,94.9,L,L
1,OF,74.0,222.5,6.45,91.0,South,104.9,R,L
0,OF,68.0,160.0,6.53,80.0,Northeast,88.8,L,L
1,OF,69.0,170.0,7.441101551055908,,South,83.11617279052734,L,L
1,OF,76.0,200.0,6.94,87.0,Midwest,98.5,R,L
0,OF,72.0,180.6,6.87,85.0,West,95.8,R,L
1,OF,73.0,203.9,6.29,92.0,South,100.7,R,R
0,OF,74.0,178.0,6.93,78.0,Northeast,93.4,R,L
0,OF,70.0,155.0,6.88,89.0,Midwest,98.1,L,L
0,OF,74.0,180.0,7.2,85.0,South,91.5,R,L
1,OF,70.0,180.0,6.54,88.0,West,94.2,L,L
0,OF,72.0,184.3,7.35,89.0,West,102.2,R,R
0,OF,69.0,170.0,6.61,82.0,South,90.8,R,L
0,OF,73.0,175.0,7.43,77.0,Northeast,84.0,L,L
0,OF,72.0,185.0,7.140305042266846,,South,83.30217742919922,R,R
0,OF,73.0,185.0,7.052120208740234,,South,99.69798278808594,R,R
1,OF,72.0,180.0,6.81,90.0,West,97.8,L,L
1,OF,70.0,195.0,6.5,88.0,South,102.6,R,L
0,OF,71.0,185.0,7.51,82.0,South,89.3,R,R
1,OF,72.0,179.5,6.76,86.0,South,98.7,R,L
1,OF,74.0,178.0,6.88,95.0,Midwest,99.7,R,L
0,OF,73.0,185.0,6.6,93.0,South,96.1,R,R
0,OF,71.0,175.0,6.73,84.0,South,89.6,R,R
1,OF,75.0,210.0,6.79,92.0,Northeast,100.5,R,L
0,OF,75.0,168.8,6.6,90.0,Northeast,99.7,R,R
1,OF,74.0,185.0,6.857661724090576,,South,94.99522399902344,R,R
0,OF,74.0,205.0,7.138064384460449,,Midwest,91.57938385009766,R,L
0,OF,68.0,165.0,6.86,88.0,South,90.8,R,R
0,OF,71.0,160.0,6.49,91.0,West,96.5,R,R
0,OF,76.0,205.0,7.01993465423584,,West,93.16563415527344,R,S
1,OF,74.0,185.0,7.306960105895996,,South,97.0,L,L
1,OF,75.0,190.0,7.790134429931641,,South,90.63237762451172,L,L
0,OF,70.0,148.0,7.306658744812012,,South,87.12789154052734,R,S
0,OF,74.0,175.0,7.050919532775879,,South,92.62532043457033,R,R
1,OF,70.0,175.0,7.507148265838623,,South,91.87633514404295,R,R
0,OF,75.0,187.0,7.08,93.0,Northeast,93.3,R,R
0,OF,75.0,195.0,6.99,80.0,South,86.5,L,L
0,OF,70.0,195.0,7.35,86.0,Northeast,98.2,R,L
0,OF,67.0,155.0,6.33,91.0,Midwest,98.2,R,R
0,OF,68.0,153.0,6.74,86.0,South,84.0,L,L
0,OF,74.0,170.0,6.58,82.0,South,98.5,R,R
1,OF,72.0,195.0,6.56,91.0,Midwest,96.4,R,R
0,OF,70.0,160.0,6.59,74.0,Northeast,90.0,L,L
0,OF,72.0,190.0,6.89,87.0,West,90.0,R,R
1,OF,72.0,166.0,6.7,82.0,Midwest,95.0,L,L
1,OF,73.0,185.0,7.31792402267456,,South,94.45589447021484,R,R
1,OF,72.0,195.0,7.166985511779785,80.0,Northeast,92.0,L,L
0,OF,70.0,185.0,6.63,82.0,Midwest,95.2,R,L
